,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
131,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-14 20:55:20,0,0,Rollie the red head. #gorilla @ Lincoln Park Zoo https://t.co/YKaKAVYokU
132,lincoln park,"{'coordinates': [-87.65468738, 41.92392051], 'type': 'Point'}",2016-03-14 20:40:31,0,0,Prepping for Puzzlepalooza! Who is ready? #tfjtuesday @ DePaul University Lincoln Park Campus https://t.co/HKfZoi5QBa
133,lincoln park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-14 13:26:03,0,0,"This #Retail #job might be a great fit for you: assistant store manager - Gold Coast/Lincoln Park, IL - https://t.co/rZPSQgv2dq #Veterans"
134,lincoln park,"{'coordinates': [-87.6546569, 41.9324718], 'type': 'Point'}",2016-03-14 12:00:37,0,0,Happy new week! Rise &amp; Grind... @ CAC Lincoln Park Athletic Club https://t.co/KkqffqbWpa
135,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-14 09:32:29,0,0,"Leaving the station. (@ Lincoln Park in Chicago, IL) https://t.co/6THy8V0k37"
136,lincoln park,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-14 01:06:21,0,0,"Part 3. Lincoln park tavern. #Frankiefrenchworkout Yes I'm Djing. @ Chicago, Illinois https://t.co/BEA3nmWYk9"
137,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-13 23:23:58,1,0,A walk in the rain. Good for my lil soul. #ChihuahuaLove @ Lincoln Park Zoo https://t.co/LUAHuji2Fv
138,lincoln park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 21:45:02,0,0,"Starbucks: store manager - Chicago, IL - Near North/Gold Coast/Lincoln... (#Chicago, Illinois) https://t.co/RL8SjOsR1j #Retail #Veterans"
139,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-13 21:07:06,0,0,stages of a young xandra louvre in some mirrors @ Lincoln Park Conservatory https://t.co/9jdPmndVWF
140,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-13 21:03:31,0,0,here's a mirror @ Lincoln Park Conservatory https://t.co/HsxCXZ0sOJ
141,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-13 19:07:10,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/EujpYrBoc2"
142,lincoln park,"{'coordinates': [-87.64540672, 41.93350794], 'type': 'Point'}",2016-03-13 18:53:29,0,0,"I'm at Fitness 19 Lakeview/Lincoln Park in Chicago, IL https://t.co/dbTebn4OTR"
143,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-13 17:20:38,0,0,"St.Patty's in Chi ft. The Badger Barbarians @ Lincoln Park, Chicago https://t.co/XRGL6jTZfP"
144,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-13 16:51:28,0,0,Just posted a photo @ Lincoln Park Conservatory https://t.co/R4TjmVkDLS
145,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-13 16:47:17,0,0,"the best day of the year with the best people  😜🍀 @ Lincoln Park,… https://t.co/kOxTjjsDyT"
146,lincoln park,"{'coordinates': [-87.64512883, 41.92282412], 'type': 'Point'}",2016-03-13 08:23:15,0,0,#TavernSaturdays 🤔💯😫👑 #YKYQPromotions #YKShit @ Lincoln Park Tavern https://t.co/0Mpzf2z7pY
147,lincoln park,"{'coordinates': [-87.64512883, 41.92282412], 'type': 'Point'}",2016-03-13 08:19:05,0,0,"#HennyInHand 
I just checked a BAG Today 🤔💯😫👑 #YKYQPromotions #YKShit @ Lincoln Park Tavern https://t.co/4ykt2H2BVF"
148,lincoln park,"{'coordinates': [-87.64512883, 41.92282412], 'type': 'Point'}",2016-03-13 08:16:47,0,0,"I just checked a BAG Today 🤔💯😫👑 
#YKYQPromotions #YKShit @ Lincoln Park Tavern https://t.co/ddLSIkYRPv"
149,lincoln park,"{'coordinates': [-87.64512883, 41.92282412], 'type': 'Point'}",2016-03-13 07:21:52,0,0,Just posted a video @ Lincoln Park Tavern https://t.co/iAo5lTRqqT
150,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-13 05:00:57,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/QL0U5fA9Qc"
151,lincoln park,"{'coordinates': [-87.6526947, 41.91008759], 'type': 'Point'}",2016-03-13 02:58:32,0,0,"I'm at @Nordstrom Rack Lincoln Park in Chicago, IL https://t.co/NzGRmEU3aY"
152,lincoln park,"{'coordinates': [-87.6876831, 41.9676018], 'type': 'Point'}",2016-03-13 02:31:29,1,0,Brunch dates in Lincoln Park with my best girl 💃🏻 @ Cafe Selmarie https://t.co/1H9ImVCvHk
153,lincoln park,"{'coordinates': [-87.6360092, 41.9186211], 'type': 'Point'}",2016-03-13 00:08:35,0,0,Double exposure and Chicago love ❤️📷 @ Lincoln Park Nature Boardwalk https://t.co/4BvAmHqI1Z
154,lincoln park,"{'coordinates': [-87.64512883, 41.92282412], 'type': 'Point'}",2016-03-12 23:22:45,0,0,"Sup @deejayModest. Place was ""Lit"" lol For real though. @ Lincoln Park Tavern https://t.co/TFfrpacxUC"
155,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-12 21:13:09,1,0,Perfect day to scoot through the zoo! @ Lincoln Park Zoo https://t.co/IAEgFPO7ag
156,lincoln park,"{'coordinates': [-87.64540672, 41.93350794], 'type': 'Point'}",2016-03-12 17:42:52,0,0,"I'm at Fitness 19 Lakeview/Lincoln Park in Chicago, IL https://t.co/IsSHaXkMJV"
157,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-12 16:36:39,0,0,Sometimes you make friends you never want to lose @ Lincoln Park Conservatory https://t.co/Kd1He17izW
158,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-12 16:35:10,0,0,54 min #leperchaunleap5k @ Lincoln Park Zoo https://t.co/t5WJBNwMOR
159,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-12 16:07:49,0,0,After a mile or so #leperchaunleap5k @ Lincoln Park Zoo https://t.co/OeJkXvt3nV
160,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-12 15:08:12,0,0,Ready #leperchaunleap5k @ Lincoln Park Zoo https://t.co/OU3jLHiBUg
161,lincoln park,"{'coordinates': [-87.632506, 41.9238362], 'type': 'Point'}",2016-03-12 14:59:58,1,0,Great paddle #greatlakessurfing #Chicago #supchicago #sup @chicagosup @ Lincoln Park Boat Club… https://t.co/itqnAsnmCi
162,lincoln park,"{'coordinates': [-87.636952, 41.91839862], 'type': 'Point'}",2016-03-12 14:54:13,0,0,"I'm at Lincoln Park Dental Specialists in Chicago, IL https://t.co/eEL7XwkpWA"
163,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-12 10:31:15,0,0,"Leaving the station (@ Lincoln Park in Chicago, IL) https://t.co/jwnb40O7ZE"
164,lincoln park,"{'coordinates': [-87.65808171, 41.96547825], 'type': 'Point'}",2016-03-12 10:14:22,0,0,"Taking the train to Lincoln Park. (at @CTA - Wilson in Chicago, IL) https://t.co/TGOjek7rcx"
165,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-12 06:44:02,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/yrkWAbWu2N"
166,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-12 06:42:06,0,0,"I'm at Lincoln Park in Chicago, IL https://t.co/mcRkk1mELS"
167,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-12 03:29:10,0,0,Ceiling in #CafeBrauer Better than the last one. @ Lincoln Park Zoo https://t.co/skqGekYuoq
168,lincoln park,"{'coordinates': [-87.65357138, 41.92905223], 'type': 'Point'}",2016-03-12 02:02:18,0,0,"Heaven is real, it exists in Chicago 😍🍕🙏🏼 @ Lou Malnati's Pizzeria - Lincoln Park https://t.co/xmKVPBhSdC"
169,lincoln park,"{'coordinates': [-87.6360092, 41.9186211], 'type': 'Point'}",2016-03-12 01:44:01,2,0,"One of many ways to photography the @studiogang designed pavilion in Lincoln Park
#shadowplay… https://t.co/JNBwjBMcCV"
170,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-12 01:21:39,1,0,#CafeBrauer #murdermystery @ Lincoln Park Zoo https://t.co/4E0kWTOyn4
171,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 23:02:05,0,0,Live long and prosper. @ Lincoln Park Zoo https://t.co/MQNtVK1fQS
172,lincoln park,"{'coordinates': [-87.64540672, 41.93350794], 'type': 'Point'}",2016-03-11 22:53:12,0,0,"I'm at Fitness 19 Lakeview/Lincoln Park in Chicago, IL https://t.co/zyfkGRz6jb"
173,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 22:45:34,0,0,Beautiful days in the city #lincolnpark #chicago @ Lincoln Park Zoo https://t.co/zHpIZxCyex
174,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 22:45:07,1,0,Sand Cat; same as regular cats. @ Lincoln Park Zoo https://t.co/VYwO6aXCa7
175,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 22:42:01,1,0,Just posted a photo @ Lincoln Park Zoo https://t.co/EdC4nFH1Vk
176,lincoln park,"{'coordinates': [-87.63271801, 41.92037591], 'type': 'Point'}",2016-03-11 22:23:46,0,0,"I got giraffes and elephants, you know what's in my room. @ Chicago Lincoln Park Zoo https://t.co/U7kMpNWH00"
177,lincoln park,"{'coordinates': [-87.65816974, 41.92543648], 'type': 'Point'}",2016-03-11 22:09:39,0,0,hillaryclinton GOTV 💕💁🏼🇺🇸 @ Lincoln Park Library https://t.co/ExwAlxZyq3
178,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-11 21:57:44,1,0,Being a tourist in my neighborhood this afternoon ☀️🌿😊 @ Lincoln Park Conservatory https://t.co/PSB9NiBjxI
179,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-11 21:26:49,0,0,"sweet dreams are made of this @ Lincoln Park, Chicago https://t.co/qsk1fuuKY3"
180,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 20:57:53,0,0,Checking in on the animals at the #zoo #meerkat @ Lincoln Park Zoo https://t.co/2331QztXzD
181,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-11 20:12:21,2,0,"Lincoln Park before dark is cool too @ Lincoln Park, Chicago https://t.co/LafMCFsHsS"
182,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-11 19:36:30,0,0,Audiosaur found even more family in the Fern Room. @ Lincoln Park Conservatory https://t.co/ZUF7rEoL24
183,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 19:15:32,0,0,Audiosaur is just visiting some family today. @ Lincoln Park Zoo https://t.co/bKKxncAse3
184,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 18:27:28,0,0,Doing touristy things today! #tourlife #chicago #LincolnParkZoo @ Lincoln Park Zoo https://t.co/uK1rQXIEI0
185,lincoln park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 14:03:38,0,0,"If you're a #Education professional in #Chicago, IL, check out this #job: https://t.co/qNeIWEWhfL #Hiring"
186,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-11 05:03:22,0,0,"Made it home in one piece with cat litter and if you can soup (@ Webster and Lincoln Park West in Chicago, IL) https://t.co/Gg6cJb33Sy"
187,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-11 04:44:27,0,0,"I'm at Lincoln Park in Chicago, IL https://t.co/p7jY8BUzXB"
188,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-11 03:53:43,1,0,I like the angelic glow. @ Lincoln Park Conservatory https://t.co/L6uSppasE7
189,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-11 03:31:32,0,0,Finally back on Instagram! Had a great spring break with an amazing roommate ❤️ @ Lincoln Park Zoo https://t.co/Y5t7fq9TWl
190,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-11 01:37:34,0,0,Just posted a photo @ Lincoln Park Conservatory https://t.co/r7Tk9hfw9T
191,lincoln park,"{'coordinates': [-87.6344986, 41.9152985], 'type': 'Point'}",2016-03-11 00:17:07,1,0,Bubbly with @tommyguns and a view of Lincoln Park. @hotellincoln #chicago #champagne @ Hotel… https://t.co/v4bUIVvSBF
192,lincoln park,"{'coordinates': [-87.63395369, 41.91421995], 'type': 'Point'}",2016-03-11 00:14:23,1,0,"I'm at @Equinox Lincoln Park in Chicago, IL https://t.co/lIJmFqfLsk"
193,lincoln park,"{'coordinates': [-87.64, 41.95], 'type': 'Point'}",2016-03-11 00:00:11,1,0,Little bat lady 👽 #lincolnpark @ Lincoln Park https://t.co/lTvTjTUV3Z
194,lincoln park,"{'coordinates': [-87.64512883, 41.92282412], 'type': 'Point'}",2016-03-10 23:51:50,0,0,Time Flies When Your Having Way 2 Much Fun ✨🙊😫💯🔥 #TavernSaturdays #YKYQPromotions @ Lincoln Park… https://t.co/zXIOKObqne
195,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-10 23:26:02,0,0,Baby Bella (1 yr) a western lowland #gorilla zonked on top of mom Bahati. @ Lincoln Park Zoo https://t.co/mn5rK7E2kD
196,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-10 22:46:38,0,0,Just posted a photo @ Lincoln Park Conservatory https://t.co/7kX2fcSLDJ
197,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-10 22:37:22,0,0,Just posted a photo @ Lincoln Park Zoo https://t.co/7jgv4wC0oT
198,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-10 21:18:25,0,0,2615 Bosworth - Custom built SFH in Lincoln Park. Steps from Wrightwood Park. Email… https://t.co/hRWy4iL2lo
199,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-10 21:12:01,0,0,All Smiles 🌸🌺🌸🌺 @ Lincoln Park Conservatory https://t.co/Ca3J253QXO
200,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-10 20:54:32,0,0,John Tarantino collecting fresh vegetables at the Lincoln Park farmers market #tbt #tbthursday… https://t.co/8H87pshz9l
201,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-10 18:20:16,0,0,Nature boy @ Lincoln Park Conservatory https://t.co/XZNPax7hPa
202,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-10 16:04:17,0,0,Just posted a photo @ Lincoln Park Conservatory https://t.co/hVpCbdAT2h
203,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-10 15:30:30,0,0,Awww... Hump day is over. Still 2 days until the weekend. #tbt @ Lincoln Park Zoo https://t.co/c2V06WAyff
204,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-10 04:05:38,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/luLHqG7bq0"
205,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-10 04:01:27,0,0,"I'm at Lincoln Park in Chicago, IL https://t.co/2pKvPWCk7x"
206,lincoln park,"{'coordinates': [-87.63308874, 41.9181949], 'type': 'Point'}",2016-03-10 03:32:25,1,0,#visitchicago @ Lincoln Park Nature Boardwalk https://t.co/vEgtS03mSr
207,lincoln park,"{'coordinates': [-87.63395369, 41.91421995], 'type': 'Point'}",2016-03-10 00:16:47,1,0,"#pumpout (at @Equinox Lincoln Park in Chicago, IL) https://t.co/jQ3ZThKokK"
208,lincoln park,"{'coordinates': [-87.64540672, 41.93350794], 'type': 'Point'}",2016-03-09 23:32:33,0,0,"I'm at Fitness 19 Lakeview/Lincoln Park in Chicago, IL https://t.co/geIAGiDcbj"
209,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-09 22:17:07,0,0,Just posted a photo @ Lincoln Park Zoo https://t.co/iZmUuJ4b3b
210,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-09 22:10:59,0,0,Just posted a photo @ Lincoln Park Zoo https://t.co/bULUKQQgNj
211,lincoln park,"{'coordinates': [-87.61410635, 41.86736229], 'type': 'Point'}",2016-03-09 21:41:06,0,0,Yesterday I followed the path to Lincoln Park. Today I went past the Shedd to Soldier Field.… https://t.co/PCKEL7XvtX
212,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-09 21:21:45,0,0,Another one from the Lincoln Park Conservatory. #latergram #nofilter @ Lincoln Park Conservatory https://t.co/FEghGw844q
213,lincoln park,"{'coordinates': [-87.63308874, 41.9181949], 'type': 'Point'}",2016-03-09 20:47:56,0,0,#breathtaking 🏙🇺🇸 @ Lincoln Park Nature Boardwalk https://t.co/Y5coi4mkUI
214,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-09 20:38:33,0,0,#Flamingos @ Lincoln Park Zoo https://t.co/n2IQBdooRz
215,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-09 20:03:28,0,0,👶🏼👶🏼👶🏼 @ Lincoln Park Zoo https://t.co/sTt9SQbucQ
216,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-09 19:45:26,0,0,"#NeighborhoodSwoon: Lincoln Park + Very Good Doors.
#theotherday
#northside
#architecture… https://t.co/jBhOABaMVs"
217,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-09 19:14:50,1,0,"Just posted a photo @ Lincoln Park, Chicago https://t.co/HQFxE0PHrE"
218,lincoln park,"{'coordinates': [-87.65468738, 41.92392051], 'type': 'Point'}",2016-03-09 14:31:09,0,0,stay gold // #stylegurulove #cfoffline @ DePaul University Lincoln Park Campus https://t.co/4C2HNPoG8c
219,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-09 12:13:40,0,0,Just posted a photo @ Lincoln Park Conservatory https://t.co/L3did33eMJ
220,lincoln park,"{'coordinates': [-87.63713317, 41.91738451], 'type': 'Point'}",2016-03-09 06:25:47,0,0,Cartoon trivia masters winning the Benjamin. @ Ranalli's Lincoln Park https://t.co/IGvOtWET1I
221,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-09 04:37:58,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/FpQAIBz2mk"
222,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-09 03:23:40,1,0,"Loving every single second with my Chicago babes 💗💗 💗 @ Lincoln Park, Chicago https://t.co/Rsl8vb4pn0"
223,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-09 01:48:42,0,0,Monkey is NOT impressed with the selfie. @ Lincoln Park Zoo https://t.co/FvbZo7hOl6
224,lincoln park,"{'coordinates': [-87.63395369, 41.91421995], 'type': 'Point'}",2016-03-09 00:54:26,0,0,"When you see someone from Jackhammer at the gym 😮 (at @Equinox Lincoln Park in Chicago, IL) https://t.co/88vxkA5rJb"
225,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-09 00:41:58,0,0,"Leaving the station. (@ Lincoln Park in Chicago, IL) https://t.co/o1STEsvaM8"
226,lincoln park,"{'coordinates': [-87.63308874, 41.9181949], 'type': 'Point'}",2016-03-09 00:34:27,0,0,Think spring! @ Lincoln Park Nature Boardwalk https://t.co/xX31UomVAM
227,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-08 23:59:10,0,0,Just posted a video @ Lincoln Park Zoo https://t.co/kLJRV8yfIo
228,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-08 23:19:54,0,0,Took some time today to smell the flowers. #Latergram #DayOff #DateDay @ Lincoln Park Conservatory https://t.co/TJRSpxK5OF
229,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-08 22:49:22,0,0,"Loving the lighting this weather has brought us @ Lincoln Park, Chicago https://t.co/gbEt24UmTR"
230,lincoln park,"{'coordinates': [-87.65468738, 41.92392051], 'type': 'Point'}",2016-03-08 22:31:09,1,0,"Soon. 

#smile #graffiti #bathroom @ DePaul University Lincoln Park Campus https://t.co/BsTOug9Ek0"
231,lincoln park,"{'coordinates': [-87.64849, 41.910609], 'type': 'Point'}",2016-03-08 22:22:56,0,0,"#dogsofinstagram #dogs #dog #loveyourdog @ Apple Store, Lincoln Park https://t.co/vDXIfiCZNn"
232,lincoln park,"{'coordinates': [-87.64849, 41.910609], 'type': 'Point'}",2016-03-08 22:18:31,0,0,"#smileattheworld #birds #sunset #enjoyyourtuesday @ Apple Store, Lincoln Park https://t.co/6Zt7fS6FrF"
233,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-08 21:17:59,0,0,Zoo date on Tuesday afternoon 🐒 @ Lincoln Park Zoo https://t.co/JBtW8TRgii
234,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-08 20:04:40,0,0,"I'm at Lincoln Park in Chicago, IL https://t.co/yXXD8rSbnN"
235,lincoln park,"{'coordinates': [-87.6335602, 41.9257011], 'type': 'Point'}",2016-03-08 20:01:58,0,0,weather so perfect omg I just wanna ride around and smoke blunts all day @ Lincoln Park Zoo https://t.co/4cgzVhatXp
